problem opt_cost calc_cost
ftv47.atsp 1776 4087
ftv47.atsp 1776 3196
ftv47.atsp 1776 4416
ftv47.atsp 1776 4457
ftv47.atsp 1776 3975
ftv47.atsp 1776 3192
ftv47.atsp 1776 3251
ftv47.atsp 1776 3077
ftv47.atsp 1776 3073
ftv47.atsp 1776 4095
ftv47.atsp 1776 3626
ftv47.atsp 1776 4592
ftv47.atsp 1776 3367
ftv47.atsp 1776 4089
ftv47.atsp 1776 4124
ftv47.atsp 1776 4883
ftv47.atsp 1776 4815
ftv47.atsp 1776 2973
att48.tsp 10628 12594
att48.tsp 10628 11895
att48.tsp 10628 11807
att48.tsp 10628 11338
att48.tsp 10628 11551
att48.tsp 10628 11261
att48.tsp 10628 11952
att48.tsp 10628 11180
att48.tsp 10628 11707
att48.tsp 10628 11284
att48.tsp 10628 11488
att48.tsp 10628 11151
att48.tsp 10628 11918
att48.tsp 10628 11095
att48.tsp 10628 11064
att48.tsp 10628 11415
att48.tsp 10628 11104
att48.tsp 10628 13274
att48.tsp 10628 12059
att48.tsp 10628 11290
att48.tsp 10628 11532
att48.tsp 10628 12126
att48.tsp 10628 10985
att48.tsp 10628 11194
att48.tsp 10628 11245
att48.tsp 10628 12310
att48.tsp 10628 12208
att48.tsp 10628 11268
att48.tsp 10628 10909
att48.tsp 10628 11428
att48.tsp 10628 11221
att48.tsp 10628 11562
att48.tsp 10628 11218
att48.tsp 10628 11617
att48.tsp 10628 11298
att48.tsp 10628 11739
att48.tsp 10628 11872
att48.tsp 10628 11517
att48.tsp 10628 11293
att48.tsp 10628 11417
att48.tsp 10628 11409
att48.tsp 10628 11462
att48.tsp 10628 11444
att48.tsp 10628 11196
att48.tsp 10628 11312
att48.tsp 10628 11562
att48.tsp 10628 11437
att48.tsp 10628 11376
att48.tsp 10628 11875
att48.tsp 10628 11334
gr48.tsp 5046 5415
gr48.tsp 5046 5189
gr48.tsp 5046 5661
gr48.tsp 5046 5334
gr48.tsp 5046 5350
gr48.tsp 5046 5344
gr48.tsp 5046 5399
gr48.tsp 5046 5575
gr48.tsp 5046 5767
gr48.tsp 5046 5224
gr48.tsp 5046 5437
gr48.tsp 5046 5323
gr48.tsp 5046 5481
gr48.tsp 5046 5451
gr48.tsp 5046 5335
gr48.tsp 5046 5119
gr48.tsp 5046 5371
gr48.tsp 5046 5174
gr48.tsp 5046 5329
gr48.tsp 5046 5071
gr48.tsp 5046 5366
gr48.tsp 5046 5875
gr48.tsp 5046 5540
gr48.tsp 5046 5390
gr48.tsp 5046 5296
gr48.tsp 5046 5681
gr48.tsp 5046 5317
