problem opt_cost calc_cost
gr48.tsp 5046 5422
gr48.tsp 5046 5335
gr48.tsp 5046 5634
gr48.tsp 5046 5309
gr48.tsp 5046 5499
gr48.tsp 5046 5702
gr48.tsp 5046 5596
gr48.tsp 5046 5496
gr48.tsp 5046 5493
gr48.tsp 5046 5505
gr48.tsp 5046 5436
gr48.tsp 5046 5325
gr48.tsp 5046 5347
gr48.tsp 5046 5852
gr48.tsp 5046 5348
gr48.tsp 5046 5422
gr48.tsp 5046 5616
gr48.tsp 5046 5280
gr48.tsp 5046 5364
gr48.tsp 5046 5332
gr48.tsp 5046 5416
gr48.tsp 5046 5668
gr48.tsp 5046 5271
hk48.tsp 11461 12313
hk48.tsp 11461 12445
hk48.tsp 11461 12148
hk48.tsp 11461 13239
hk48.tsp 11461 13326
hk48.tsp 11461 12506
hk48.tsp 11461 12437
hk48.tsp 11461 13039
hk48.tsp 11461 11808
hk48.tsp 11461 12672
hk48.tsp 11461 12743
hk48.tsp 11461 12316
hk48.tsp 11461 12546
hk48.tsp 11461 12525
hk48.tsp 11461 12015
hk48.tsp 11461 12393
hk48.tsp 11461 13871
hk48.tsp 11461 12539
hk48.tsp 11461 11976
hk48.tsp 11461 12016
hk48.tsp 11461 12108
hk48.tsp 11461 12529
hk48.tsp 11461 12547
hk48.tsp 11461 12567
hk48.tsp 11461 11941
hk48.tsp 11461 13175
hk48.tsp 11461 13220
hk48.tsp 11461 12558
hk48.tsp 11461 12483
hk48.tsp 11461 12447
hk48.tsp 11461 12370
hk48.tsp 11461 12610
hk48.tsp 11461 12313
hk48.tsp 11461 13052
hk48.tsp 11461 12545
hk48.tsp 11461 12807
hk48.tsp 11461 12582
hk48.tsp 11461 12710
hk48.tsp 11461 12584
hk48.tsp 11461 12321
hk48.tsp 11461 12765
hk48.tsp 11461 13267
hk48.tsp 11461 13177
hk48.tsp 11461 12484
hk48.tsp 11461 12428
hk48.tsp 11461 13208
hk48.tsp 11461 12117
hk48.tsp 11461 12937
hk48.tsp 11461 12613
hk48.tsp 11461 12236
ry48p.atsp 14422 17031
ry48p.atsp 14422 16202
ry48p.atsp 14422 17012
ry48p.atsp 14422 17164
ry48p.atsp 14422 18871
ry48p.atsp 14422 17919
ry48p.atsp 14422 16078
ry48p.atsp 14422 16227
ry48p.atsp 14422 16113
ry48p.atsp 14422 15790
ry48p.atsp 14422 17353
ry48p.atsp 14422 17012
ry48p.atsp 14422 18012
ry48p.atsp 14422 16479
ry48p.atsp 14422 17365
ry48p.atsp 14422 18376
ry48p.atsp 14422 16503
ry48p.atsp 14422 16564
ry48p.atsp 14422 16627
ry48p.atsp 14422 18671
ry48p.atsp 14422 16971
ry48p.atsp 14422 15795
ry48p.atsp 14422 15822
ry48p.atsp 14422 16105
ry48p.atsp 14422 17343
ry48p.atsp 14422 18170
ry48p.atsp 14422 17759
ry48p.atsp 14422 16853
ry48p.atsp 14422 16032
ry48p.atsp 14422 17492
ry48p.atsp 14422 16961
ry48p.atsp 14422 16213
ry48p.atsp 14422 17778
ry48p.atsp 14422 16688
ry48p.atsp 14422 17532
ry48p.atsp 14422 16424
ry48p.atsp 14422 17150
ry48p.atsp 14422 18537
ry48p.atsp 14422 16977
ry48p.atsp 14422 19198
ry48p.atsp 14422 17992
ry48p.atsp 14422 16032
ry48p.atsp 14422 16165
ry48p.atsp 14422 18232
ry48p.atsp 14422 16884
ry48p.atsp 14422 16396
ry48p.atsp 14422 16605
ry48p.atsp 14422 17890
ry48p.atsp 14422 16149
ry48p.atsp 14422 16334
eil51.tsp 426 1278
eil51.tsp 426 1264
eil51.tsp 426 1128
eil51.tsp 426 481
eil51.tsp 426 440
eil51.tsp 426 1299
eil51.tsp 426 472
eil51.tsp 426 1317
eil51.tsp 426 478
eil51.tsp 426 1332
eil51.tsp 426 1329
eil51.tsp 426 462
eil51.tsp 426 1212
eil51.tsp 426 507
eil51.tsp 426 1235
eil51.tsp 426 1333
eil51.tsp 426 474
eil51.tsp 426 1191
eil51.tsp 426 1325
eil51.tsp 426 1292
eil51.tsp 426 1338
eil51.tsp 426 1280
eil51.tsp 426 468
eil51.tsp 426 1313
eil51.tsp 426 1219
eil51.tsp 426 449
eil51.tsp 426 1348
eil51.tsp 426 1342
eil51.tsp 426 1357
eil51.tsp 426 1404
eil51.tsp 426 1285
eil51.tsp 426 469
eil51.tsp 426 1296
eil51.tsp 426 1160
eil51.tsp 426 1228
eil51.tsp 426 1261
eil51.tsp 426 1233
eil51.tsp 426 1183
eil51.tsp 426 1211
eil51.tsp 426 1294
eil51.tsp 426 1348
eil51.tsp 426 1204
eil51.tsp 426 1233
eil51.tsp 426 1154
eil51.tsp 426 1327
eil51.tsp 426 1166
eil51.tsp 426 1247
eil51.tsp 426 458
eil51.tsp 426 1415
eil51.tsp 426 1385
berlin52.tsp 7542 9201
berlin52.tsp 7542 8139
berlin52.tsp 7542 8978
berlin52.tsp 7542 8408
berlin52.tsp 7542 8575
berlin52.tsp 7542 7866
berlin52.tsp 7542 8526
berlin52.tsp 7542 8373
berlin52.tsp 7542 8523
berlin52.tsp 7542 8712
berlin52.tsp 7542 8570
berlin52.tsp 7542 8534
berlin52.tsp 7542 8933
berlin52.tsp 7542 8224
berlin52.tsp 7542 7686
berlin52.tsp 7542 8805
berlin52.tsp 7542 8108
berlin52.tsp 7542 8681
berlin52.tsp 7542 8549
berlin52.tsp 7542 8252
berlin52.tsp 7542 8985
berlin52.tsp 7542 8949
berlin52.tsp 7542 8578
berlin52.tsp 7542 9062
berlin52.tsp 7542 8622
berlin52.tsp 7542 8783
berlin52.tsp 7542 8477
berlin52.tsp 7542 8442
berlin52.tsp 7542 8080
berlin52.tsp 7542 7929
berlin52.tsp 7542 8815
berlin52.tsp 7542 8532
berlin52.tsp 7542 8208
berlin52.tsp 7542 9271
berlin52.tsp 7542 8485
berlin52.tsp 7542 8360
berlin52.tsp 7542 8302
berlin52.tsp 7542 8403
berlin52.tsp 7542 8537
berlin52.tsp 7542 8164
berlin52.tsp 7542 8248
berlin52.tsp 7542 9742
berlin52.tsp 7542 8204
berlin52.tsp 7542 8834
berlin52.tsp 7542 9121
berlin52.tsp 7542 8426
berlin52.tsp 7542 7984
berlin52.tsp 7542 8462
berlin52.tsp 7542 8774
berlin52.tsp 7542 7995
ft53.atsp 6905 15488
ft53.atsp 6905 14342
ft53.atsp 6905 16485
ft53.atsp 6905 15111
ft53.atsp 6905 14022
ft53.atsp 6905 14705
ft53.atsp 6905 14962
ft53.atsp 6905 15308
ft53.atsp 6905 11737
ft53.atsp 6905 14514
ft53.atsp 6905 12469
ft53.atsp 6905 13687
ft53.atsp 6905 11691
ft53.atsp 6905 13417
ft53.atsp 6905 15421
ft53.atsp 6905 14421
ft53.atsp 6905 13044
ft53.atsp 6905 12335
ft53.atsp 6905 13197
ft53.atsp 6905 15021
ft53.atsp 6905 13979
ft53.atsp 6905 13950
ft53.atsp 6905 13442
ft53.atsp 6905 12045
ft53.atsp 6905 14650
ft53.atsp 6905 15068
ft53.atsp 6905 13410
ft53.atsp 6905 14251
ft53.atsp 6905 12767
ft53.atsp 6905 17062
ft53.atsp 6905 14101
ft53.atsp 6905 14424
ft53.atsp 6905 15012
ft53.atsp 6905 14828
ft53.atsp 6905 16184
ft53.atsp 6905 16936
ft53.atsp 6905 13694
ft53.atsp 6905 14103
ft53.atsp 6905 14882
ft53.atsp 6905 13363
ft53.atsp 6905 14538
ft53.atsp 6905 15931
ft53.atsp 6905 15421
ft53.atsp 6905 13314
ft53.atsp 6905 14628
ft53.atsp 6905 13224
ft53.atsp 6905 14842
ft53.atsp 6905 15601
ft53.atsp 6905 15042
ft53.atsp 6905 14457
ftv55.atsp 1608 3375
ftv55.atsp 1608 2767
ftv55.atsp 1608 3271
ftv55.atsp 1608 3186
ftv55.atsp 1608 4406
ftv55.atsp 1608 3188
ftv55.atsp 1608 3340
ftv55.atsp 1608 4806
ftv55.atsp 1608 3382
ftv55.atsp 1608 3359
ftv55.atsp 1608 3322
ftv55.atsp 1608 3210
ftv55.atsp 1608 3585
ftv55.atsp 1608 3769
ftv55.atsp 1608 5258
ftv55.atsp 1608 3410
ftv55.atsp 1608 3185
ftv55.atsp 1608 3042
ftv55.atsp 1608 5442
ftv55.atsp 1608 3575
ftv55.atsp 1608 2827
ftv55.atsp 1608 3609
ftv55.atsp 1608 3318
ftv55.atsp 1608 3582
ftv55.atsp 1608 3212
ftv55.atsp 1608 3519
ftv55.atsp 1608 2992
ftv55.atsp 1608 3495
ftv55.atsp 1608 3352
ftv55.atsp 1608 3306
ftv55.atsp 1608 3630
ftv55.atsp 1608 4960
ftv55.atsp 1608 3455
ftv55.atsp 1608 3481
ftv55.atsp 1608 4263
ftv55.atsp 1608 3488
ftv55.atsp 1608 3097
ftv55.atsp 1608 3431
ftv55.atsp 1608 3831
ftv55.atsp 1608 3031
ftv55.atsp 1608 3484
ftv55.atsp 1608 3168
ftv55.atsp 1608 3447
ftv55.atsp 1608 3406
ftv55.atsp 1608 3339
ftv55.atsp 1608 3646
ftv55.atsp 1608 3347
ftv55.atsp 1608 3523
ftv55.atsp 1608 3196
ftv55.atsp 1608 3156
brazil58.tsp 25395 27760
brazil58.tsp 25395 28146
brazil58.tsp 25395 26668
brazil58.tsp 25395 28125
brazil58.tsp 25395 26489
brazil58.tsp 25395 26710
brazil58.tsp 25395 27310
brazil58.tsp 25395 27481
brazil58.tsp 25395 26339
brazil58.tsp 25395 27740
brazil58.tsp 25395 27875
brazil58.tsp 25395 27151
brazil58.tsp 25395 27262
brazil58.tsp 25395 26742
brazil58.tsp 25395 27893
brazil58.tsp 25395 27564
brazil58.tsp 25395 27805
brazil58.tsp 25395 27403
brazil58.tsp 25395 28990
brazil58.tsp 25395 27568
brazil58.tsp 25395 26724
brazil58.tsp 25395 27942
brazil58.tsp 25395 27387
brazil58.tsp 25395 27253
brazil58.tsp 25395 27913
brazil58.tsp 25395 27693
brazil58.tsp 25395 27509
brazil58.tsp 25395 27512
brazil58.tsp 25395 27517
brazil58.tsp 25395 27039
brazil58.tsp 25395 26408
brazil58.tsp 25395 27581
brazil58.tsp 25395 26794
brazil58.tsp 25395 27082
brazil58.tsp 25395 26916
brazil58.tsp 25395 26753
brazil58.tsp 25395 32275
brazil58.tsp 25395 27601
brazil58.tsp 25395 27130
brazil58.tsp 25395 26974
brazil58.tsp 25395 26942
brazil58.tsp 25395 30130
brazil58.tsp 25395 27963
brazil58.tsp 25395 27335
brazil58.tsp 25395 26679
brazil58.tsp 25395 26422
brazil58.tsp 25395 27654
brazil58.tsp 25395 25985
brazil58.tsp 25395 27017
brazil58.tsp 25395 28661
ftv64.atsp 1839 3697
ftv64.atsp 1839 4168
ftv64.atsp 1839 5893
ftv64.atsp 1839 4517
ftv64.atsp 1839 4533
ftv64.atsp 1839 4441
ftv64.atsp 1839 3934
ftv64.atsp 1839 4084
ftv64.atsp 1839 4443
ftv64.atsp 1839 5423
ftv64.atsp 1839 4338
ftv64.atsp 1839 4217
ftv64.atsp 1839 6227
ftv64.atsp 1839 4503
ftv64.atsp 1839 3879
ftv64.atsp 1839 4154
ftv64.atsp 1839 3979
ftv64.atsp 1839 4836
ftv64.atsp 1839 4895
ftv64.atsp 1839 4437
ftv64.atsp 1839 4561
ftv64.atsp 1839 4276
ftv64.atsp 1839 4192
ftv64.atsp 1839 4528
ftv64.atsp 1839 3971
ftv64.atsp 1839 6300
ftv64.atsp 1839 3999
ftv64.atsp 1839 4577
ftv64.atsp 1839 4549
ftv64.atsp 1839 4268
ftv64.atsp 1839 3886
ftv64.atsp 1839 4144
ftv64.atsp 1839 4248
ftv64.atsp 1839 3764
ftv64.atsp 1839 5683
ftv64.atsp 1839 4141
ftv64.atsp 1839 4182
ftv64.atsp 1839 4063
ftv64.atsp 1839 4491
ftv64.atsp 1839 4319
ftv64.atsp 1839 5663
ftv64.atsp 1839 4082
ftv64.atsp 1839 3646
ftv64.atsp 1839 4154
ftv64.atsp 1839 4710
ftv64.atsp 1839 6324
ftv64.atsp 1839 4439
ftv64.atsp 1839 5261
ftv64.atsp 1839 4465
ftv64.atsp 1839 4453
st70.tsp 675 835
st70.tsp 675 2691
st70.tsp 675 821
st70.tsp 675 3014
st70.tsp 675 791
st70.tsp 675 750
st70.tsp 675 2616
st70.tsp 675 2617
st70.tsp 675 760
st70.tsp 675 2823
st70.tsp 675 2558
st70.tsp 675 745
st70.tsp 675 777
st70.tsp 675 895
st70.tsp 675 779
st70.tsp 675 2839
st70.tsp 675 2363
st70.tsp 675 828
st70.tsp 675 788
st70.tsp 675 2904
st70.tsp 675 2979
st70.tsp 675 2811
st70.tsp 675 2909
st70.tsp 675 802
st70.tsp 675 2662
st70.tsp 675 2127
st70.tsp 675 2687
st70.tsp 675 2619
st70.tsp 675 799
st70.tsp 675 769
st70.tsp 675 769
st70.tsp 675 2658
st70.tsp 675 841
st70.tsp 675 772
st70.tsp 675 853
st70.tsp 675 749
st70.tsp 675 875
st70.tsp 675 2864
st70.tsp 675 2689
st70.tsp 675 2782
st70.tsp 675 2573
st70.tsp 675 812
st70.tsp 675 758
st70.tsp 675 736
st70.tsp 675 776
st70.tsp 675 2963
st70.tsp 675 2813
st70.tsp 675 875
st70.tsp 675 2371
st70.tsp 675 2739
ft70.atsp 38673 55932
ft70.atsp 38673 56089
ft70.atsp 38673 55173
ft70.atsp 38673 55506
ft70.atsp 38673 55035
ft70.atsp 38673 54935
ft70.atsp 38673 54627
ft70.atsp 38673 54367
ft70.atsp 38673 53368
ft70.atsp 38673 56589
ft70.atsp 38673 59220
ft70.atsp 38673 58367
ft70.atsp 38673 54437
ft70.atsp 38673 56568
ft70.atsp 38673 55585
ft70.atsp 38673 59011
ft70.atsp 38673 53826
ft70.atsp 38673 52731
ft70.atsp 38673 56975
ft70.atsp 38673 54665
ft70.atsp 38673 54803
ft70.atsp 38673 56288
ft70.atsp 38673 55163
ft70.atsp 38673 56865
ft70.atsp 38673 54869
ft70.atsp 38673 56580
ft70.atsp 38673 54031
ft70.atsp 38673 53519
ft70.atsp 38673 60178
ft70.atsp 38673 57298
ft70.atsp 38673 54647
ft70.atsp 38673 55238
ft70.atsp 38673 54866
ft70.atsp 38673 58525
ft70.atsp 38673 57505
ft70.atsp 38673 55562
ft70.atsp 38673 59389
ft70.atsp 38673 58548
ft70.atsp 38673 57248
ft70.atsp 38673 53083
ft70.atsp 38673 54183
ft70.atsp 38673 54083
ft70.atsp 38673 56455
ft70.atsp 38673 54946
ft70.atsp 38673 53968
ft70.atsp 38673 57965
ft70.atsp 38673 53596
ft70.atsp 38673 55760
ft70.atsp 38673 57638
ft70.atsp 38673 53804
ftv70.atsp 1950 4924
ftv70.atsp 1950 4506
ftv70.atsp 1950 4323
ftv70.atsp 1950 4887
ftv70.atsp 1950 4684
ftv70.atsp 1950 4973
ftv70.atsp 1950 4643
ftv70.atsp 1950 4876
ftv70.atsp 1950 4338
ftv70.atsp 1950 4329
ftv70.atsp 1950 4922
ftv70.atsp 1950 5194
ftv70.atsp 1950 4422
ftv70.atsp 1950 6245
ftv70.atsp 1950 4955
ftv70.atsp 1950 5134
ftv70.atsp 1950 5506
ftv70.atsp 1950 4476
ftv70.atsp 1950 5261
ftv70.atsp 1950 4818
ftv70.atsp 1950 5308
ftv70.atsp 1950 4863
ftv70.atsp 1950 4142
ftv70.atsp 1950 4580
ftv70.atsp 1950 5033
ftv70.atsp 1950 4886
ftv70.atsp 1950 4299
ftv70.atsp 1950 4414
ftv70.atsp 1950 4533
ftv70.atsp 1950 6596
ftv70.atsp 1950 4866
ftv70.atsp 1950 4048
ftv70.atsp 1950 4650
ftv70.atsp 1950 4743
ftv70.atsp 1950 5222
ftv70.atsp 1950 6618
ftv70.atsp 1950 4159
ftv70.atsp 1950 6636
ftv70.atsp 1950 4531
ftv70.atsp 1950 4981
ftv70.atsp 1950 5498
ftv70.atsp 1950 4751
ftv70.atsp 1950 4595
ftv70.atsp 1950 5077
ftv70.atsp 1950 4190
ftv70.atsp 1950 5052
ftv70.atsp 1950 4973
ftv70.atsp 1950 4297
ftv70.atsp 1950 5161
ftv70.atsp 1950 4817
eil76.tsp 538 2028
eil76.tsp 538 2046
eil76.tsp 538 608
eil76.tsp 538 603
eil76.tsp 538 1959
eil76.tsp 538 615
eil76.tsp 538 2027
eil76.tsp 538 1973
eil76.tsp 538 2134
eil76.tsp 538 639
eil76.tsp 538 657
eil76.tsp 538 2115
eil76.tsp 538 1976
eil76.tsp 538 2136
eil76.tsp 538 2161
eil76.tsp 538 606
eil76.tsp 538 2089
eil76.tsp 538 627
eil76.tsp 538 633
eil76.tsp 538 2180
eil76.tsp 538 627
eil76.tsp 538 1841
eil76.tsp 538 2063
eil76.tsp 538 1735
eil76.tsp 538 611
eil76.tsp 538 2084
eil76.tsp 538 2216
eil76.tsp 538 1820
eil76.tsp 538 638
eil76.tsp 538 662
eil76.tsp 538 640
eil76.tsp 538 2000
eil76.tsp 538 2102
eil76.tsp 538 654
eil76.tsp 538 636
eil76.tsp 538 2113
eil76.tsp 538 646
eil76.tsp 538 1982
eil76.tsp 538 1864
eil76.tsp 538 626
eil76.tsp 538 1999
eil76.tsp 538 619
eil76.tsp 538 2079
eil76.tsp 538 2137
eil76.tsp 538 1806
eil76.tsp 538 1856
eil76.tsp 538 1949
eil76.tsp 538 634
eil76.tsp 538 664
eil76.tsp 538 2047
pr76.tsp 108159 116458
pr76.tsp 108159 118071
pr76.tsp 108159 124082
pr76.tsp 108159 132939
pr76.tsp 108159 133753
pr76.tsp 108159 117004
pr76.tsp 108159 143861
pr76.tsp 108159 120179
pr76.tsp 108159 124923
pr76.tsp 108159 125173
pr76.tsp 108159 119775
pr76.tsp 108159 123994
pr76.tsp 108159 132396
pr76.tsp 108159 131344
pr76.tsp 108159 125325
pr76.tsp 108159 134502
pr76.tsp 108159 139016
pr76.tsp 108159 130476
pr76.tsp 108159 125661
pr76.tsp 108159 135694
pr76.tsp 108159 124938
pr76.tsp 108159 126282
pr76.tsp 108159 135099
pr76.tsp 108159 122411
pr76.tsp 108159 123771
pr76.tsp 108159 128646
pr76.tsp 108159 125639
pr76.tsp 108159 124844
pr76.tsp 108159 135309
pr76.tsp 108159 128202
pr76.tsp 108159 129126
pr76.tsp 108159 117873
pr76.tsp 108159 127933
pr76.tsp 108159 125092
pr76.tsp 108159 129342
pr76.tsp 108159 127318
pr76.tsp 108159 125412
pr76.tsp 108159 134033
pr76.tsp 108159 126945
pr76.tsp 108159 142885
pr76.tsp 108159 123298
pr76.tsp 108159 127692
pr76.tsp 108159 119262
pr76.tsp 108159 128934
pr76.tsp 108159 119548
pr76.tsp 108159 125269
pr76.tsp 108159 123441
pr76.tsp 108159 130797
pr76.tsp 108159 131001
pr76.tsp 108159 133664
gr96.tsp 55209 78324
gr96.tsp 55209 63071
gr96.tsp 55209 69537
gr96.tsp 55209 64191
gr96.tsp 55209 75060
gr96.tsp 55209 72459
gr96.tsp 55209 65509
gr96.tsp 55209 65576
gr96.tsp 55209 71798
gr96.tsp 55209 68843
gr96.tsp 55209 64052
gr96.tsp 55209 69428
gr96.tsp 55209 66060
gr96.tsp 55209 74332
gr96.tsp 55209 65878
gr96.tsp 55209 71498
gr96.tsp 55209 71944
gr96.tsp 55209 72772
gr96.tsp 55209 66947
gr96.tsp 55209 66483
gr96.tsp 55209 79614
gr96.tsp 55209 68804
gr96.tsp 55209 65589
gr96.tsp 55209 72779
gr96.tsp 55209 68276
gr96.tsp 55209 69917
gr96.tsp 55209 70636
gr96.tsp 55209 66085
gr96.tsp 55209 68042
gr96.tsp 55209 71019
gr96.tsp 55209 66135
gr96.tsp 55209 69517
gr96.tsp 55209 70586
gr96.tsp 55209 65419
gr96.tsp 55209 71404
gr96.tsp 55209 68459
gr96.tsp 55209 72732
gr96.tsp 55209 69600
gr96.tsp 55209 73703
gr96.tsp 55209 71349
gr96.tsp 55209 75799
gr96.tsp 55209 66410
gr96.tsp 55209 63503
gr96.tsp 55209 78225
gr96.tsp 55209 71958
gr96.tsp 55209 75170
gr96.tsp 55209 67357
gr96.tsp 55209 66499
gr96.tsp 55209 71082
gr96.tsp 55209 70370
rat99.tsp 1211 1505
rat99.tsp 1211 5814
rat99.tsp 1211 1588
rat99.tsp 1211 1640
rat99.tsp 1211 1544
rat99.tsp 1211 1405
rat99.tsp 1211 1494
rat99.tsp 1211 4807
rat99.tsp 1211 1555
rat99.tsp 1211 1538
rat99.tsp 1211 1659
rat99.tsp 1211 1536
rat99.tsp 1211 1589
rat99.tsp 1211 1533
rat99.tsp 1211 4493
rat99.tsp 1211 1532
rat99.tsp 1211 1572
rat99.tsp 1211 1634
rat99.tsp 1211 1392
rat99.tsp 1211 1513
rat99.tsp 1211 1623
rat99.tsp 1211 1490
rat99.tsp 1211 1536
rat99.tsp 1211 1451
rat99.tsp 1211 1416
rat99.tsp 1211 1435
rat99.tsp 1211 1546
rat99.tsp 1211 1571
rat99.tsp 1211 1423
rat99.tsp 1211 1603
rat99.tsp 1211 1579
rat99.tsp 1211 1553
rat99.tsp 1211 1611
rat99.tsp 1211 1545
rat99.tsp 1211 1641
rat99.tsp 1211 1449
rat99.tsp 1211 1570
rat99.tsp 1211 1685
rat99.tsp 1211 1468
rat99.tsp 1211 1432
rat99.tsp 1211 1637
rat99.tsp 1211 1528
rat99.tsp 1211 1565
rat99.tsp 1211 1514
rat99.tsp 1211 1496
rat99.tsp 1211 1529
rat99.tsp 1211 1419
rat99.tsp 1211 1599
rat99.tsp 1211 1621
rat99.tsp 1211 1409
kroA100.tsp 21282 26372
kroA100.tsp 21282 26946
kroA100.tsp 21282 27356
kroA100.tsp 21282 25851
kroA100.tsp 21282 25875
kroA100.tsp 21282 29155
kroA100.tsp 21282 28207
kroA100.tsp 21282 24936
kroA100.tsp 21282 28332
kroA100.tsp 21282 31994
kroA100.tsp 21282 27247
kroA100.tsp 21282 24899
kroA100.tsp 21282 26881
kroA100.tsp 21282 25243
kroA100.tsp 21282 25555
kroA100.tsp 21282 28115
kroA100.tsp 21282 25856
kroA100.tsp 21282 26680
kroA100.tsp 21282 30677
kroA100.tsp 21282 26459
kroA100.tsp 21282 27452
kroA100.tsp 21282 28786
kroA100.tsp 21282 26520
kroA100.tsp 21282 26230
kroA100.tsp 21282 24712
kroA100.tsp 21282 27987
kroA100.tsp 21282 27275
kroA100.tsp 21282 24961
kroA100.tsp 21282 28280
kroA100.tsp 21282 28914
kroA100.tsp 21282 25617
kroA100.tsp 21282 26952
kroA100.tsp 21282 27187
kroA100.tsp 21282 26472
kroA100.tsp 21282 24970
kroA100.tsp 21282 30542
kroA100.tsp 21282 27713
kroA100.tsp 21282 25647
kroA100.tsp 21282 27549
kroA100.tsp 21282 24960
kroA100.tsp 21282 26269
kroA100.tsp 21282 30251
kroA100.tsp 21282 27762
kroA100.tsp 21282 26549
kroA100.tsp 21282 27781
kroA100.tsp 21282 25607
kroA100.tsp 21282 24760
kroA100.tsp 21282 25357
kroA100.tsp 21282 27368
kroA100.tsp 21282 25487
kroB100.tsp 22141 28401
kroB100.tsp 22141 30991
kroB100.tsp 22141 28034
kroB100.tsp 22141 28474
kroB100.tsp 22141 29220
kroB100.tsp 22141 27386
kroB100.tsp 22141 27452
kroB100.tsp 22141 25683
kroB100.tsp 22141 25350
kroB100.tsp 22141 29192
kroB100.tsp 22141 27749
kroB100.tsp 22141 30876
kroB100.tsp 22141 25447
kroB100.tsp 22141 26440
kroB100.tsp 22141 25368
kroB100.tsp 22141 27094
kroB100.tsp 22141 29198
kroB100.tsp 22141 26506
kroB100.tsp 22141 27411
kroB100.tsp 22141 26669
kroB100.tsp 22141 29433
kroB100.tsp 22141 29013
kroB100.tsp 22141 29052
kroB100.tsp 22141 31027
kroB100.tsp 22141 30644
kroB100.tsp 22141 32930
kroB100.tsp 22141 30275
kroB100.tsp 22141 28150
kroB100.tsp 22141 25518
kroB100.tsp 22141 26271
kroB100.tsp 22141 26467
kroB100.tsp 22141 27641
kroB100.tsp 22141 28302
kroB100.tsp 22141 26297
kroB100.tsp 22141 28450
kroB100.tsp 22141 26556
kroB100.tsp 22141 26671
kroB100.tsp 22141 27269
kroB100.tsp 22141 26089
kroB100.tsp 22141 26992
kroB100.tsp 22141 30746
kroB100.tsp 22141 25694
kroB100.tsp 22141 26411
kroB100.tsp 22141 26971
kroB100.tsp 22141 26596
kroB100.tsp 22141 27779
kroB100.tsp 22141 27848
kroB100.tsp 22141 29110
kroB100.tsp 22141 27108
kroB100.tsp 22141 30748
kroC100.tsp 20749 28360
kroC100.tsp 20749 25184
kroC100.tsp 20749 28435
kroC100.tsp 20749 27911
kroC100.tsp 20749 24992
kroC100.tsp 20749 24441
kroC100.tsp 20749 26855
kroC100.tsp 20749 25139
kroC100.tsp 20749 26521
kroC100.tsp 20749 23848
kroC100.tsp 20749 25983
kroC100.tsp 20749 27281
kroC100.tsp 20749 27549
kroC100.tsp 20749 28451
kroC100.tsp 20749 29559
kroC100.tsp 20749 25761
kroC100.tsp 20749 25389
kroC100.tsp 20749 28076
kroC100.tsp 20749 25901
kroC100.tsp 20749 25122
kroC100.tsp 20749 26238
kroC100.tsp 20749 26721
kroC100.tsp 20749 27493
kroC100.tsp 20749 25195
kroC100.tsp 20749 25597
kroC100.tsp 20749 25616
kroC100.tsp 20749 24615
kroC100.tsp 20749 28606
kroC100.tsp 20749 27071
kroC100.tsp 20749 24860
kroC100.tsp 20749 23533
kroC100.tsp 20749 26536
kroC100.tsp 20749 31825
kroC100.tsp 20749 25145
kroC100.tsp 20749 23963
kroC100.tsp 20749 27681
kroC100.tsp 20749 26317
kroC100.tsp 20749 25197
kroC100.tsp 20749 24076
kroC100.tsp 20749 22253
kroC100.tsp 20749 25611
kroC100.tsp 20749 27645
kroC100.tsp 20749 29351
kroC100.tsp 20749 26100
kroC100.tsp 20749 28187
kroC100.tsp 20749 23417
kroC100.tsp 20749 25506
kroC100.tsp 20749 24269
kroC100.tsp 20749 25156
kroC100.tsp 20749 26464
kroD100.tsp 21294 26312
kroD100.tsp 21294 27341
kroD100.tsp 21294 26430
kroD100.tsp 21294 26634
kroD100.tsp 21294 29470
kroD100.tsp 21294 26806
kroD100.tsp 21294 26018
kroD100.tsp 21294 25122
kroD100.tsp 21294 26551
kroD100.tsp 21294 26929
kroD100.tsp 21294 28309
kroD100.tsp 21294 27682
kroD100.tsp 21294 27239
kroD100.tsp 21294 27066
kroD100.tsp 21294 25733
kroD100.tsp 21294 27093
kroD100.tsp 21294 26525
kroD100.tsp 21294 27712
kroD100.tsp 21294 27493
kroD100.tsp 21294 24727
kroD100.tsp 21294 25575
kroD100.tsp 21294 28222
kroD100.tsp 21294 25938
kroD100.tsp 21294 30413
kroD100.tsp 21294 27532
kroD100.tsp 21294 25334
kroD100.tsp 21294 26062
kroD100.tsp 21294 25217
kroD100.tsp 21294 29621
kroD100.tsp 21294 27605
kroD100.tsp 21294 25758
kroD100.tsp 21294 28525
kroD100.tsp 21294 26229
kroD100.tsp 21294 27633
kroD100.tsp 21294 29126
kroD100.tsp 21294 27182
kroD100.tsp 21294 26632
kroD100.tsp 21294 29153
kroD100.tsp 21294 28089
kroD100.tsp 21294 28489
kroD100.tsp 21294 27900
kroD100.tsp 21294 28079
kroD100.tsp 21294 27646
kroD100.tsp 21294 27845
kroD100.tsp 21294 26586
kroD100.tsp 21294 26704
kroD100.tsp 21294 26738
kroD100.tsp 21294 29446
kroD100.tsp 21294 27018
kroD100.tsp 21294 25476
kroE100.tsp 22068 29392
kroE100.tsp 22068 26987
kroE100.tsp 22068 27529
kroE100.tsp 22068 26163
kroE100.tsp 22068 25956
kroE100.tsp 22068 27531
kroE100.tsp 22068 27639
kroE100.tsp 22068 26548
